"rating-other-user-rating","point-scale","title","title href","display-name-link","display-name-link href","review-date","text","actions"
"1","/10","Completely devoid of any soul or feeling","https://www.imdb.com/review/rw9257652/?ref_=tt_urv","dalyboy-08328","https://www.imdb.com/user/ur146599010/?ref_=tt_urv","13 August 2023","The movie was unwatchable imo. I lasted 40 minutes in the cinema and walked out for a refund. The human characters were like robots themselves. I couldn't have cared if the good guys won or the bad guys.Also I didn't know who was who when they were fighting. The robot characters all looked the same.There was little to nothing to hold my nor my kids attention.Btw , I liked the 1st and 2nd transformers movies. The first movie with mark wahlberg was quite good too. The bumble bee movie was excellent. It had a soul.This latest movie has all the soul of PS5 video game or an unreal engine 5 story.","7 out of 12 found this helpful."
"1","/10","Worst Transformers so far (please god just kill this franchise already)","https://www.imdb.com/review/rw9174408/?ref_=tt_urv","davidgaulke","https://www.imdb.com/user/ur147925028/?ref_=tt_urv","9 July 2023","An absolute atrocity of a movie. Transformers has never produced anything truly good, but the first couple of movies were quite enjoyable nonetheless, due to great action, some funny and some epic lines and the sheer coolness of the transformers themselves.The newest addition to the franchise adds nothing except even more totally-not-transformers (the dinosaurs were too much already, why add jungle beasts? Just why?). The dialogue is unbearably bad, the storyline is laughably predictable and simply boring, and while the idea behind both human leads might have been good at some point in the planning phase, both fall flat.The worst thing is that I had almost zero expectations going into this film, and I was still disappointed. How do you even manage to make a transformers movie with bad action? I don't even want to start on the inconsistencies in both story and powerlevels, or on the goddamn Iron Man suit. But this is a prequel to the earlier movies, so who exactly did the creators think they were fooling with the sacrifices and what not?Just don't watch this movie. It's not worth your time or even acknowledgement.","65 out of 107 found this helpful."
"1","/10","Please stop , it's ridiculous !!!","https://www.imdb.com/review/rw9428338/?ref_=tt_urv","komangmurdita-85751","https://www.imdb.com/user/ur148466334/?ref_=tt_urv","11 November 2023","The only cool things about this transformer is Scourge .He's such a badass with the voice of Peter Dinklage .He's awesome .And very scary !The rest ?It's rubbish !The guy who play like Shia Le Beouf is just ridiculous .He do some acting that's no need to do , for example : when he ask for the women if she's okay ?Oh c'mon ...The women ?Nothing but poor actress !Brooklyn Brooklyn bla-bla-blaPlease respect the real music of transformers !Why you put a rap music ?Let the real music with Steve Jablonsky !Just let it and don't change with the hod damn rap !!!And the story is just too much now !Just stop !The best transformers is 1 , 2 and 3 .The rest is just rubbish .I'm a fan of Transformers and I'm really really disappointed with this sequel .","10 out of 15 found this helpful."
"1","/10","Garbage","https://www.imdb.com/review/rw9329585/?ref_=tt_urv","khurababa","https://www.imdb.com/user/ur150634358/?ref_=tt_urv","18 September 2023","I didn't even bother to watch this movie after watching the last movie. I paid $7 to rent this movie to watch this movie on Apple TV. Seems like this movie doesn't even worth that much. This should be lowest of lows for eternity.Optimus prime scripts and the motivational moment from the kid and fighting shots were garbage.story doesn't make any sense at all. And end credit scene!! Wow I mean HOW and why on earth this could be happening???Mirage was fun yet still sequences doesn't match. Whole earth was going to be destroyed but no sign of human presence. Only Spanish people was casted and showed felt like this was some sort of Mexican version of transformers.","8 out of 11 found this helpful."
"1","/10","Worse than The Last Knight","https://www.imdb.com/review/rw9281063/?ref_=tt_urv","gregzilla-56284","https://www.imdb.com/user/ur151770624/?ref_=tt_urv","25 August 2023","Do not watch this abomination of a movie, we could've had two more Bayverse movies but instead we ended up with two Star Wars Sequel tier movies. Honestly you'd be better off watching The Last Jedi on repeat with how terrible it is.Watching Bumblebee and Rise of the Beasts I can honestly confirm that the Bayverse got the Star Wars Prequel treatment, hated by old fans who don't care about the universe and abhor good fights and special effects. Everyone who watched this needs to go back and rewatch Bayformers and realize what we were robbed of. Transformers fans need to apologize for how the treated Revenge of the Fallen, because that is Citizen Kane compared to this dumpster fire.","6 out of 9 found this helpful."
"1","/10","Embarrassingly stupid","https://www.imdb.com/review/rw9205275/?ref_=tt_urv","BobQwack","https://www.imdb.com/user/ur153774435/?ref_=tt_urv","21 July 2023","Can't they find adult writers to write scripts devoid of clichés and pure cheddar cheese in Hollywood?Story, dialogues, characters, everything in this movie seems a badly put together cheese festival written by a McDonald's cashier. But probably a random McDonald's employee couldn't do much worse. It's like a hacker stole graphics from a robot videogame and assembled them into a spoof story to post it on Youtube, just for giggles.I suggest any other activities: try to fit a thread in a needle while blindfolded, try to beat the current crisps eating Guinness record, marry a random person. Any experience would be better than watching this cringe festival.Steer clear.","5 out of 12 found this helpful."
"1","/10","Disappointing","https://www.imdb.com/review/rw9110222/?ref_=tt_urv","p-16020-10911","https://www.imdb.com/user/ur159389225/?ref_=tt_urv","9 June 2023","I found the movie to be incredibly disappointing on various fronts. The poorly written script, coupled with the unengaging and laughably bad cast and voice actors (with a few exceptions), left much to be desired.Initially, I had high hopes for this film. However, it fell far short of expectations. Instead of delivering a captivating experience, it felt more like the pilot episode of a mediocre TV series. Despite the potential to showcase something exceptional with the formidable threat of Unicorn, the movie failed to capture a sense of urgency and ended up being underwhelming, akin to watching paint dry.Sadly, the time spent watching this movie was a complete waste, and I hope I'm never reminded of this dumpster fire again.","18 out of 35 found this helpful."
"1","/10","HORRIBLE","https://www.imdb.com/review/rw9193145/?ref_=tt_urv","ozcapicu-84193","https://www.imdb.com/user/ur160661288/?ref_=tt_urv","16 July 2023","The franchise has become a sinking ship. This movie may as well have been called Transformers N Da Hood. The ending hinting at a Transformers G. I. Joe joint venture was the only good part about this movie. This was 100% the worse Transformers movie. Mark Walberg has been saved from making the worse Transformers movie because this one is head & shoulders worse than it's previous rendition. Who wrote this POS movie script? Who agreed to direct this POS. Who allowed this catastrophic movie to happen? The graphics were the same old same, the actors were horrible. This felt like a Disney sitcom....","7 out of 12 found this helpful."
"1","/10","Terrible and generic cliche movie","https://www.imdb.com/review/rw9112542/?ref_=tt_urv","duowastedyears","https://www.imdb.com/user/ur161184548/?ref_=tt_urv","10 June 2023","As expected, just another copy/paste of generic action movie with full force CGI, btw, the movies is called ""transformers"" science fiction, right? Why would we need to see so much of humans personal life? We are humans, we know life is hard and difficult for most of us, do we really want to se that on movies? (At least in real life there are not so much bad cheesy jokes), as a scifi movie, it should focus on the big awesome robots entirely, this is just another movie from the dirty bag in the last corner, nothing to really pay attention, hope that someday we could have a really faithful movie to the Transformers idea and vision.","24 out of 42 found this helpful."
"1","/10","Disappoints with its heavy-handed attempt at social commentary","https://www.imdb.com/review/rw9290447/?ref_=tt_urv","bogdancozma-68580","https://www.imdb.com/user/ur161344676/?ref_=tt_urv","28 August 2023","Transformers: Rise of the Beasts misses its mark on several counts. While aiming for social commentary, it stumbles by consistently depicting white characters in a negative light, creating a divisive atmosphere that alienates a portion of its fanbase. This approach detracts from the film's potential by overshadowing its core elements and compelling storytelling. Unfortunately, this echoes a concerning trend seen in modern cinema, where the weight of political agendas often overtakes the essence of genuine narratives. This movie's misstep underscores the broader disappointment when cinematic potential is compromised in favor of conveying a specific message.","6 out of 9 found this helpful."
"1","/10","Please make it stop","https://www.imdb.com/review/rw9224937/?ref_=tt_urv","millerbob-94326","https://www.imdb.com/user/ur162937275/?ref_=tt_urv","29 July 2023","I do not get it i honestly do not understand why they keep making these movies literally every single one of them is complete garbage except for the Bumblebee one it was just OK.Everyone of these movies is a variation on the same storyline there's some sacred/special object that everyone must get it or the world ends throw in a hot girl with a bunch of special effects rinse/repeat for 35 movies and this one did not even have the hot girl.If you are the kind of person that is enthralled by flashy CGI and pretty colors then bye all means go for it this is for you. But if you would like even the semblance of a decent story pass hard.Seriously the original transformers already had a great story and fans why must they keep coming along ruining it. Just do not waste your time if you have seen any of the other Transformers movies you have seen this one. Now i am off to go cry in my shower because they keep destroying my childhood.","12 out of 22 found this helpful."
"1","/10","THATS WHERE THAT WENT!?","https://www.imdb.com/review/rw9110324/?ref_=tt_urv","connorslupski","https://www.imdb.com/user/ur166312738/?ref_=tt_urv","9 June 2023","I've been a die hard fan of transformers like love every single movie up until this one right here, everything was amazing until the post credit scene, and honestly i might be over reacting but it ruined transformers for me like i now hate transformers because of what they decided to do with the transformers, i won't spoil anything all i'm gonna say is they joined a group, and no it's not the avengers but it's close to it, you can see it to find out or watch it the movie to see but personally i'm so disappointed, and i can't express it anymore lol, at this point my review is too short for me to post it so this is me making it longer, but yeah don't recommend and worst $25 i spent.","11 out of 25 found this helpful."
"1","/10","So disappointed 😔","https://www.imdb.com/review/rw9110444/?ref_=tt_urv","dhanushkameeriyagalla","https://www.imdb.com/user/ur166315163/?ref_=tt_urv","9 June 2023","No need to hide. Tbh! I'm terribly disappointed 😞. Roles are not strong and everything was upside down. Next time at least if you couldn't do it, make a robots only movie pls. Don't let this happen to transformers series again. Before bumblebee and now this. What happened to Sam, Cade that flow? Ruined the mood and spoiled the story. And what have you done to Prime our legendary leader. Also this is like a zoo. All animals are robots what a ridiculous thing. I think the writer might be thinking that this movie is Only for kids in nursery like Shark Doo Doo Doo. Pls whoever gonna make next time a movie on this series, pls don't ruin the pride of characters. Pls pls pls. And if u couldn't, don't make it instead make fully animated movie, so we will welcome it and more than enough to satisfy.","10 out of 23 found this helpful."
"1","/10","Warning","https://www.imdb.com/review/rw9112350/?ref_=tt_urv","rguion","https://www.imdb.com/user/ur166343362/?ref_=tt_urv","10 June 2023","Side effects include head aches, migranes, thoughts of hopelessness and regret, brain aneurysms, self-harm, depression.I thought it had a chance for a good plot when Michael Bay wasn't the director but this was even worse. Less explosions substituted with atrocious dialog with an actress who can't even speak right, and a terrible plot that makes even less sense than the one transformer movie were the whole plot was the cube. It doesn't line up with the other movies. The beginning with the new director talking about it was very unprofessional for 200 million dollar movie. Don't watch it. It will give you nightmares of people who can't talk right with conversations of nonsense which doesn't make sense.","7 out of 16 found this helpful."
"1","/10","Movie looks like 3d animated cartoon","https://www.imdb.com/review/rw9112695/?ref_=tt_urv","anouphsjkk","https://www.imdb.com/user/ur166349546/?ref_=tt_urv","10 June 2023","Worst of all transformers movies, really feeling angry right now, dumb story, actors giving worst reactions during attacking scenes, no old type transformation, even some cgi scenes look like 3d cartoons, really worst movie bumblebee and this movie. All human characters are just overrated. Really feeling sad and angry. Please bring back old director. In many scenes the autobots cgi is worst, in old movies transformation was sooo good but in this movie they just simply transform it does not feel like 'won't scene. Last fight between autobots is good until diaz character involves in fight. Man feeling angry bcoz old movies from marvel, transformers getting worst day by day🙁","5 out of 11 found this helpful."
"1","/10","main actor sucks","https://www.imdb.com/review/rw9117497/?ref_=tt_urv","bwnsniperrox","https://www.imdb.com/user/ur166424348/?ref_=tt_urv","13 June 2023","Main actor. Anthony Ramos face looks on drug... its not even cheering to watch. The act is poor. This review from 40 ppl in cinema all agree with this. Please change the character that looks more action then Anthony Ramos. Very poor act.Main actor. Anthony Ramos face looks on drug... its not even cheering to watch. The act is poor. This review from 40 ppl in cinema all agree with this. Please change the character that looks more action then Anthony Ramos. Very poor act.Main actor. Anthony Ramos face looks on drug... its not even cheering to watch. The act is poor. This review from 40 ppl in cinema all agree with this. Please change the character that looks more action then Anthony Ramos. Very poor act.","11 out of 20 found this helpful."
"1","/10","Change it back please..","https://www.imdb.com/review/rw9121164/?ref_=tt_urv","goktugsel","https://www.imdb.com/user/ur166499878/?ref_=tt_urv","14 June 2023","Those who want to watch cartoons can tune in to Cartoon Network. We want to watch a real ""adult"" film created with CGI. What is this CGI? I haven't watched the movie, and I don't even want to. I'm addressing the directors who want to sell box-made cartoon characters to obsessed Transformers fans: please use CGI as you did in the 1st, 2nd, 3rd, 4th, and 5th films. I'm very serious, all seriousness is extinguished and gone. We don't want to watch cartoons, we want to watch a movie full of real and good effort, money and quality content. Take a look at this mess. Look at the movie you made in 2007 and look at the movie you made in 2023. Didn't even one of your employees come out and say, that's how we design this movie, but will the audience, who fell in love with the TF series for its visuals, enjoy this movie?","5 out of 14 found this helpful."
"1","/10","Expectations were low, but holy...","https://www.imdb.com/review/rw9134334/?ref_=tt_urv","zacharycreiff","https://www.imdb.com/user/ur166738721/?ref_=tt_urv","19 June 2023","To preface, I'm a huge transformers nerd. I watch all the shows/movies, I collect the figures, etc. With that said, if you like transformers, consider not watching this movie haha.I don't know that I've ever sat through a movie with worse dialogue. A 4th grader could be more clever. The attempt at humor was quite sad & the ""inspiring"" lines were cringe. I actually got up to refill my drink halfway through.. it was that uninteresting.One transformer to another: ""You.... You should have stayed dead"" ...like what? Lol.Idk how they burned through $200M to make this..At least the cgi was okay. It was really cool to see the maximals in live action, but that isn't really a positive nod to the director/developers.The soundtrack was also a huge miss. I LOVE east coast hip hop, but it did not mesh well at all. I don't know that I'll ever stop laughing at a song in the background saying ""it's about to go down, ON GOD"" while transformers are battling. Good lord.The last knight was the worst Michael Bay edition and that clears this by a mile. Transformers live action movies have fallen.","7 out of 13 found this helpful."
"1","/10","Wow just wow","https://www.imdb.com/review/rw9149774/?ref_=tt_urv","yqjhgyddgd","https://www.imdb.com/user/ur167079298/?ref_=tt_urv","27 June 2023","Let's keep this short and sweet. This was absolutely the worst transformer movie ever. Just bad. All black and Spanish cast. I get diversity but this is getting ridiculous. I made it 45 mins and that was it for me. Cost me .50 to get in and I wanted my money back. Soundtrack was really awesome though if you're a generation X like I am you will appreciate the music. And let's get one thing clear Pete Davidson is the most annoying actor there has ever been. Like you can tell he's the star of this hot mess as soon as he comes into the scene. He sucks as an actor. Moving forward I'll never watch a movie with him again. Time for Hollywood to say goodbye to this guy.","7 out of 12 found this helpful."
"1","/10","Just bad","https://www.imdb.com/review/rw9155774/?ref_=tt_urv","charliecinco-69550","https://www.imdb.com/user/ur167177311/?ref_=tt_urv","30 June 2023","""Transformers: Rise of the Beast"" is a disappointing film that falls short on various aspects. One major issue is the poor camera angles, which hinder the viewing experience. It is evident that the filmmakers lacked care and attention to detail. Additionally, the characters lack consistency and depth, making it difficult to connect with them. The movie overall feels poorly executed, as if it was solely made for profit without considering the enjoyment of fans. This lack of passion is both shameful and disgusting. The plot and scenery are equally horrendous, failing to engage the audience. Personally, I couldn't bear to watch beyond the first 40 minutes, despite attempting to give it a fair chance. In conclusion, ""Transformers: Rise of the Beast"" is a badly made film that fails to entertain and disappoints on multiple levels.","19 out of 39 found this helpful."
"1","/10","So very very bad...franchise has lost me","https://www.imdb.com/review/rw9184457/?ref_=tt_urv","johneevans-83543","https://www.imdb.com/user/ur167828767/?ref_=tt_urv","12 July 2023","This was a terrible movie. I feel bad for kids just learning of Transformers...if this is there first experience...it is also their last. Nothing about this would make me want to go watch the others.Casting is aweful...this must have been a low budget film based on the characters.Also, they portray a theif and a desserter as someone that young people may idolize...left thinking it's OK to steal and break Into places.The only reason I give it one star is for the 993...but they even messed that up with terrible cgi at times.The directors and producers should be embarrassed...the Transformers look so bad.. this was clearly a low budget film.","3 out of 6 found this helpful."
"1","/10","Disappointed with Optimus Prime New Look and VFX","https://www.imdb.com/review/rw9193280/?ref_=tt_urv","rigix-39274","https://www.imdb.com/user/ur168020427/?ref_=tt_urv","16 July 2023","We fans are obsessed with Optimus Prime's looks and his truck, but we don't know why you changed his looks. In the earlier movies, he looked like a bold, strong leader. His personality was different.Now he looks like an Autobot. Why did you make changes in Optimus Prime's design? He looks like Bumblebee because of his height.What happened to the VFX artists? They are lagging somewhere. They need to improve.I expected an exciting, thrilling movie, but it didn't vibe like the older movies.I'm happy that they collaborated with the GI. JOE movie and I expect it to be more thrilling than this movie. A suggestion to the director: Please bring back the old costume/Looks of Optimus Prime as he looks stronger than he is now.","4 out of 7 found this helpful."
"1","/10","Worst transformers film thus far.","https://www.imdb.com/review/rw9216750/?ref_=tt_urv","jermainebrown-51861","https://www.imdb.com/user/ur168519189/?ref_=tt_urv","26 July 2023","From start to finish, the movie failed to captivate and left much to be desired. Both the animation and audio quality fell short compared to its predecessors, and the acting was simply subpar, lacking the necessary depth. It appears to be a rushed attempt, banking solely on nostalgia with its G! Design and beast characters, rather than putting genuine effort into crafting a compelling narrative.Regrettably, the film comes across as a mere cash grab, leading to disappointment among fans and critics alike. The lackluster performance at the box office further underscores its shortcomings. The director should seriously reconsider continuing this lackluster storyline and instead, return to the drawing board to develop something more engaging and well-crafted for the audience to enjoy.","4 out of 7 found this helpful."
"1","/10","A total let down.","https://www.imdb.com/review/rw9220330/?ref_=tt_urv","caferossi-51984","https://www.imdb.com/user/ur168584550/?ref_=tt_urv","28 July 2023","All the actors from the original gone and whats worst Optimus Prime does not sound like Optimus Prime and they even intervened with his character and he does not even act like Optimus Prime. Years later a Transformers movie comes out and it turns out terrible. My all time favourite movie series have been massacred. The story was weak too. This is just soo unacceptable. I'm thinking if they rushed the movie but that cant be the case because it came out after a long time. You got to be so careful and cautious when making a Transformers movie because it had a good reputation but thanks to this one that reputation has shrunk. And also the made it look like fast and the furious, especially towards the end. You cant just put some unpopular basic actors to become heros. This is Transformers, the two main human actors should have been a bit more well known.","4 out of 7 found this helpful."
"1","/10","The worst movie of the year which is hard to do","https://www.imdb.com/review/rw9223683/?ref_=tt_urv","sethtreece","https://www.imdb.com/user/ur168636553/?ref_=tt_urv","29 July 2023","I thought it'd be hard for this movie to be the worst movie of the year but I was wrong. Who ever is writing these new movie just keeps trying to rush things in the movie and the series. The producers keep trying to make something that's not there. There is no build up in this movie at all. The last thing is they made this movie way to political. I think Hollywood should start looking for a new producer or script writer anyone that says this movie was great is being paid to do so or has to be or is brain washed.Paramont + should be canceled for calling this movie the best transformers yet. 👎🏻","3 out of 6 found this helpful."
"1","/10","Its Over","https://www.imdb.com/review/rw9238455/?ref_=tt_urv","matt-47977","https://www.imdb.com/user/ur168864962/?ref_=tt_urv","4 August 2023","Normally a Michael Bay leaves you loving the special effects at the very least but this was just cheesy. Optimus looks blocky and cartoonish, the transformer transitions from cars and such to standing wasn't very mechanical and the human transformer aspect was just dumb. Not to mention the leads and most of the cast are literal unknowns who aren't good that seem to just check a box for today's racial acceptance. Seriously Michael Bay, Pete Davidson? When you couple that with the fact that all they seem to do is yell and scream with painful emotion or have cheesy 1 liners it leaves a lot to be desired. I would guess that this version of Transformers will almost never be remembered as part of the series more like just as a movie that you have to watch to get through the series to complete a Transformers movie watching binge. Don't waste your money wait till it comes out on some form of cheap streaming app.","7 out of 10 found this helpful."
"1","/10","A real disappointment. Don't waste your time.","https://www.imdb.com/review/rw9294741/?ref_=tt_urv","kcurtis-28475","https://www.imdb.com/user/ur169921657/?ref_=tt_urv","30 August 2023","Scan the reviews and you'll quickly get the jest about what makes this movie so bad. The worst Transformer movie of the franchise. In fact, it shouldn't use the franchise name. Where did the skill and creativity go in making a great Transformers action movie with a great directing and cast, bigger than life characters, and a worthy story line. This whole movie could have ended up on the cutting room floor with a chance to completely start from scratch. I concur with the many other astute observers so won't repeat the same narrative here. You keep waiting for the pain to stop and for it to get better throughout the 2 hours and then realize you just wasted 2 hours of your life when the credits start rolling.","1 out of 5 found this helpful."
"1","/10","Just my opinion","https://www.imdb.com/review/rw9366235/?ref_=tt_urv","dzgkvgjnd","https://www.imdb.com/user/ur170008882/?ref_=tt_urv","8 October 2023","From all of the Transformers movies, this one is the worst one.So many thin/lame scenes - ""he just knows how everything works without any explanation""
Background song lyrics explains every scene in case you don't understand what's happening.Dialogue's - ""Jesus on the motorbike, I heard all of them in the last 6 movies, I get it, ""Transformers must be epic, legendary etc. But seriously, after 6 movies I expected something new.Transformers look like from a PS4 game. Others were better.No disrespect to people who worked on/in this movie, I imagine you worked as hard as you can, but in my view -
It's just another movie to make money nothing else. It feels like something is missing. Maybe I expected too much from it, I don't know, I can only say I got really disappointed and again it's just my opinion. I hope someone liked it, I didn't....","2 out of 3 found this helpful."
"1","/10","Wow.","https://www.imdb.com/review/rw9113309/?ref_=tt_urv","aneurysms","https://www.imdb.com/user/ur17035179/?ref_=tt_urv","11 June 2023","If you like pandering, cheap cgi... no this isn't for anyone. This is an awful film, start to finish. TERRIBLE acting and somehow even worse voice acting. Similar plot as the one with the the robot with his stunads hanging out... Who was this made for? Definitely not fans of the show, not kids, not for the popcorn crowd. Skip this at all costs. Weak trying to pull in the 90's rap to pander harder. The ""main"" actor is just terrible. The subplot (aka the actual Transformers) is tired and been done on numerous occasions. The Transformers are only in name only, nothing resembling their real personas. Again, skip this one. Let it go away. This was made for reviewers on youtube who get free stuff. If you like this... watch the 80's film to see how it really is done.","242 out of 361 found this helpful."
"1","/10","Awful end","https://www.imdb.com/review/rw9523422/?ref_=tt_urv","desdim-67735","https://www.imdb.com/user/ur174894244/?ref_=tt_urv","27 December 2023","The movie ends with the state offering free health service to the poor ill child. Someone tell them that is a human right. I was very disappointed. We have all the right to be healthy.White people treated black racial. It was the main thing from the beginning.The director wasn't adequate. Special effects were obviously not the best thing.New actors trying to give feeling and character to the scenario.I liked the scenario but Optimus was just too far behind from the previous movies.Beasts were great. The plot should have been more interesting and more exciting.I really enjoyed the mess with G. I. Joe since it came up the same decade.","0 out of 2 found this helpful."
