"rating-other-user-rating","point-scale","title","title href","display-name-link","display-name-link href","review-date","text","actions","actions href"
"6","/10","Decent!","https://www.imdb.com/review/rw9666773/?ref_=tt_urv","Lewis_Heather787","https://www.imdb.com/user/ur47231689/?ref_=tt_urv","9 March 2024","I'll be honest I am not the target audience of this film whatsoever. I only ended up giving it a chance, was due to its relatively good trailer that made me very intrigued.I didn't have any expectations going in, hope for the best but expect the worst. Overall this film is decent. It's not splitting the atom and not gonna redefine cinema in anyway however it does its job. Good acting, easy story to follow, great CGI and production design plus finishes in under 2 hours.Off topic but if this isn't an audition for playing Wonder Woman in the future, I don't know what is. I thought Millie Bobby Brown was very comfortable and believable in this lead role. More action centric roles in the future?60% out of 100, its not just Netflix trying to be Disney, there is a bit more to it. With the correct target audience this film will blow up probably. Not every film needs to be pushing the boundaries. This one certainly stays in it's lane and delivers a solid product.","59 out of 118 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt13452446/rw9666773/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv"
"7","/10","Dark Fairytale","https://www.imdb.com/review/rw9665509/?ref_=tt_urv","dark-shadow-95","https://www.imdb.com/user/ur52541937/?ref_=tt_urv","8 March 2024","A movie with a princess and a dragon. A really simple story, so i had low expectations, but they were exceeded at almost every aspect.First of all, the dragon. My god, the dragon was pure perfection. Best design and CGI i have seen for a dragon, and that includes GoT. Amazing.The atmosphere was also spot on. Especially with how the backstory worked out to be. The dressing department also needs a raise. I also loved that there were moments of gore that i did not expect this type of movie to have. Thank god that directors are starting to let their movies have a more realistic tone.Millie was pretty good, not great but also not bad. When she acts like a heroine she pretty much nails it, but when she acts like a normal person i find her a bit too bland. The father and the queen mother were also pretty good, everyone else was okayish.It is a great movie for an evening that you want to get lost to a (quite dark) fairytale story. I recommend it for sure!","48 out of 96 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt13452446/rw9665509/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv"
"3","/10","""I think I had a limited definition of wealthy""","https://www.imdb.com/review/rw9666507/?ref_=tt_urv","daisukereds","https://www.imdb.com/user/ur26579233/?ref_=tt_urv","9 March 2024","A fairy-tale setup makes for an interesting premise.. sadly, it feels as dense as a page.The over abundance of groaning and walking, and not much else for a large portion of the script.. plus a noticeable lack of engrossing dialogue, interactions and wit, make for quite a dull film. It is as predictable as it is slow to get going, but I at least enjoyed the production and visuals throughout! The cast is okay, and nothing else. This would make for an excellent short, where many elements are trimmed (the ""Augur of Ebrietas"" slugs).. as most characters are as simplistic and shallow as shown immediately after their quick introductions, so the rest of the story would remain intact.Personally, I don't appreciate movies that have little to nothing to say.","278 out of 440 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt13452446/rw9666507/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv"
"7","/10","Entertaining! Isn't that all we want from a movie?","https://www.imdb.com/review/rw9668183/?ref_=tt_urv","fulleralecia","https://www.imdb.com/user/ur77918065/?ref_=tt_urv","10 March 2024","I had no expectations for this and found that I enjoyed it. Starts with the seemingly basic fairytale storyline of a family marrying off their daughter to better their kingdom.....seems all well and good but you quickly realize there is more to it. I enjoyed the cinematography, even the cgi and liked the dragon. I feel like I can watch Millie in just about anything...she just has that quality and I love watching her. Yes, it's one of those, how the hell is she going to get out of this type deals....but I was entertained and loved the dark ambiance. I also liked the ending. All in all, worth the watch.","18 out of 33 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt13452446/rw9668183/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv"
"7","/10","Good fantasy action","https://www.imdb.com/review/rw9667976/?ref_=tt_urv","LetsReviewThat26","https://www.imdb.com/user/ur65170516/?ref_=tt_urv","9 March 2024","Netflixes new offering, damsel is a pretty good all around fantasy movie. It has a bit of everything be it an intense dram that builds tension then we also get an almost thriller. Billie bobby brown is back for the first time since enola holms and she plays Elodie. I don't think she's a bad actress and she can believable but she does seem to not fit her character in ways. Side note it was nice to see Ray Winston again acting. Elodie is taken by her father to a castle to get married. But on her wedding day young Elodie finds herself in a dark place being forced to fight against a dragon to escape and uncover the truth. I liked the story telling her and it was a good little film that familys and adults can joy with a good cast and the action overall is worth watching too.","37 out of 79 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt13452446/rw9667976/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv"
"6","/10","Just a fine fantasy flick, nothing more","https://www.imdb.com/review/rw9670741/?ref_=tt_urv","Dannyboi94","https://www.imdb.com/user/ur65076361/?ref_=tt_urv","11 March 2024","Damsel is an average movie, it's not bad, but not good either. It won't break records, it won't be remembered within a few hours of watching it, but it did it's job for the most part, and that was entertain... well it did for me anyways.The good things about this movie are the visuals. The CGI is really good considering this is a TV movie. The costumes, set design, and dragon design are all fantastic. It's a good film to look at. The action scenes are well shot, and there are some very well directed scenes. The flaming bird scene for example. I was surprised how violent this was considering it was rated 12. There were some gory scenes, and some really graphic burning moments.The characters, the world and pretty much everything else is poor. The acting is flat by everyone, even the greats like Angela Basset feel wooden, but they can't exactly do much with the bad dialogue they are given. Millie is ok, I guess. She's not bad, but not good either. I will say this, her character wasn't this boss bi*** like Hollywood have a habit of making these days. She get's beaten throughout the movie, and only has her smarts. You won't see her flip some 6 foot man while wielding a greatsword, instead she uses her wits. This made her a little more likeable.The biggest praise goes to the dragon. This character had more development than any other in the film. Voiced by Shohreh Aghdashloo, she brings a very well needed thrill to this otherwise dull flick. All of her scenes were all done.But that's where the praise ends. I'm sure the writers and director wasn't trying to make some masterpiece, obviously, but they made a reasonable flick here. It's just fine. There are worse things out there.6/10.","15 out of 28 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt13452446/rw9670741/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv"
"6","/10","In distress... I think not...!","https://www.imdb.com/review/rw9664849/?ref_=tt_urv","Idle_Hands08","https://www.imdb.com/user/ur47121290/?ref_=tt_urv","8 March 2024","So far so good for Millie Brown and her Netflix features... The two Enola Holmes films were great... and this next one was action packed again... Makes me so happy that she is choosing these types of narrative's of strong characters that need to fight back...She would be great in a new Alien film...!This story centres on the ye old medieval times when the kings and lords think they can send out the 'weak' as a sacrifice or to appease the gods or what ever they think will keep their own peace and happiness... Not the happiness of the common folk... This is where the films gets interesting, because a character that has nothing, has nothing to loose when they know their internal character is telling them what to do...And fight is that response... I really thought the special effects were done well, including the dragon... It's not the best fantasy film ever made but I felt like it had enough originality to be engaging. Millie is often at the centre of the frame and flying solo in many of the tense scenes, here she does well. I would have liked a better, bolder ending... But nonetheless it was a solid Friday night at the 'in home' movies.Click play and enjoy...","49 out of 116 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt13452446/rw9664849/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv"
"3","/10","Millies characters are the same","https://www.imdb.com/review/rw9667005/?ref_=tt_urv","qfazhava","https://www.imdb.com/user/ur102651575/?ref_=tt_urv","9 March 2024","I'm not a target audience for this film but I still watched it out of curiosity. I wanted to know in what direction will Millie go this time, but she went the same way. It feels like all of her Netflix movies are the same and yes you can argue about genres and plot but with Enola and now this all of her characters are very, almost impossibly strong and unbeatable no matter in what circumstance they are under. The characters that she plays are way too same and unrealistic. This is not to upset Millie or her fans. I think Millie is very talented, but she also has to be open for more diverse and complex roles. The movie was okay, I guess, I think younger girls will enjoy it more.","164 out of 261 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt13452446/rw9667005/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv"
"7","/10","Predictably Satisfied","https://www.imdb.com/review/rw9669500/?ref_=tt_urv","copperrd","https://www.imdb.com/user/ur61440489/?ref_=tt_urv","10 March 2024","The trailer shows majority of what the film is about, and the rest of the film is otherwise pretty predictable, but it still held my attention throughout the entirety of it.It's nothing spectacularly new, but yet it's not an over-played storyline either, so it did captured my interest, and I was not disappointed with the ending. Millie is growing as an actress, and though there are times you can feel a slight disconnect with her character throughout the film, she still manages to give it just enough to keep the audience on her side. The only balance I was distracted by was the walk between this being a youth fantasy film vs young adult/teen fantasy film. At times it seems like the targeted audience was a much younger crowd, but then they would push the boundaries a little, making it difficult to decide where this film should actually fall.","13 out of 25 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt13452446/rw9669500/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv"
"8","/10","Why the bad reviews ?","https://www.imdb.com/review/rw9669105/?ref_=tt_urv","carlcasso","https://www.imdb.com/user/ur53373119/?ref_=tt_urv","10 March 2024","I wasn't expecting to enjoy this as I was sure it was made for kids.I was very wrong .This is a really good action movie and Millie does a really good job as the lead character .It's beautifully shot and the wide shots of the landscape are breathtaking.The effects are very good and the Dragon is really well Animated.The movie is really quickly paced and there are no dull moments trough out the storyline .Robin Wright does a convincing job as the evil Queen and Ray Winston is not bad as the father .This is really worth a watch and you will enjoy it.It will defiantly have a sequel and I hope they do just as good a job on that .","291 out of 509 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt13452446/rw9669105/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv"
"3","/10","The Click Farm Dragon","https://www.imdb.com/review/rw9670998/?ref_=tt_urv","ramfat","https://www.imdb.com/user/ur46220531/?ref_=tt_urv","11 March 2024","It's like Shrek, except it's not entertaining, not funny, not interesting, and has no redeemable qualities whatsoever. I don't understand why they even bother paying real people to make this garbage. They could do it all on a computer, it would be just as terrible, and no actors, actresses, wardrobe people, or anyone else would have to get involved.Maybe someone lost a bet? Maybe the producers are intentionally trying to lose money.....or they have so much they can just flush it down the toilet? Hard to say, but the disconnect with an audience is quite glaring.This is what a dying industry looks like.....propped up corpses spray painted gold and silver.","162 out of 260 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt13452446/rw9670998/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv"
"7","/10","It Works","https://www.imdb.com/review/rw9667815/?ref_=tt_urv","Maxax777","https://www.imdb.com/user/ur40725114/?ref_=tt_urv","9 March 2024","It works! It wasn't exactly what I was expecting but still - it works - it's not bad. Kind of fun. And that's about that. No need to elaborate any further - it works, it was fun - and that's x as bout all I was looking for. It works! It wasn't exactly what I was expecting but still - it works - it's not bad. Kind of fun. And that's about that. No need to elaborate any further - it works, it was fun - and that's x as bout all I was looking for. My review seems a bit repetitive - kinda like I said this before. It works! It wasn't exactly what I was expecting but still - it works - it's not bad. Kind of fun. And that's about that. No need to elaborate any further - it works, it was fun - and that's x as bout all I was looking for.","14 out of 28 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt13452446/rw9667815/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv"
"7","/10","Enjoyable fun time","https://www.imdb.com/review/rw9666183/?ref_=tt_urv","silverlve","https://www.imdb.com/user/ur2424229/?ref_=tt_urv","9 March 2024","Watched it just now and it was enjoyable with some good fight scenes and good visuals. Elonie has a heck of a time rescuing herself from this vengeful dragon which has a good reason for its ways. The dragon was pretty fearful and liked taunting Elonie as she's being hunted. When the truth slowly draws forward, this story takes the sharp turn and it makes you understand the whys for the dragon and the story. So great to see Angela Bassett and Robin Wright playing such interesting characters. Bobbi shows some good moments of pain, battling and coming to understand what the whole deal is and then going from a damsel to a bad ass warrior.","14 out of 28 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt13452446/rw9666183/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv"
"6","/10","Dont fall for the bad reviews","https://www.imdb.com/review/rw9668807/?ref_=tt_urv","rehmankhilji","https://www.imdb.com/user/ur24755804/?ref_=tt_urv","10 March 2024","Movies are meant for entertainment; if not for the same purpose, then why bother with them in the first place?This movie is not based on a well-known fairy tale, but it surely feels like one. I am surprised to see some very harsh reviews labeling it as lame, but I found the movie very interesting, thrilling, and entertaining.Some claim it was predictable; well, one can predict the end, but not how the movie will approach it.Millie Bobby Brown, from Stranger Things to Godzilla to Enola Holmes and now this, is not only improving but delivering stronger performances one after another.It's beautiful, it's nice, and it's full of excitement. Do watch.","30 out of 69 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt13452446/rw9668807/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv"
"2","/10","Not worth your time","https://www.imdb.com/review/rw9678568/?ref_=tt_urv","zxcgzmn","https://www.imdb.com/user/ur157118505/?ref_=tt_urv","15 March 2024","What a rushed and incredibly cheesy cringe fest that was!No backstory to the characters, very predictable storyline, feels like a children's film but it's not, as some scenes are too violent which did not tie in with the rest of the feel of the film, the makeup that kept changing and was ever present regardless of the situation the heroine was in, the dress that kept changing shape and colour, the never ending screaming and overacting, the forced ""strong female character"" perspective defying laws of physics and biology. Even the overweight parents that were there because they were apparently starving to death. And finally, the one scene in the film where they crammed a woman of every ethnicity in so that they can tick yet another pc box off, without actually offering any benefit towards what they were trying to be pc about. The ending was beyond rushed and definitely the highest cringe point of it all. Worse than cowboys riding into a sunset. Can't call that a serious movie. More like an inappropriate children's film.","105 out of 165 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt13452446/rw9678568/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv"
"6","/10","Fun,but no reinvention of the wheel.","https://www.imdb.com/review/rw9675086/?ref_=tt_urv","whitneynolen","https://www.imdb.com/user/ur178709481/?ref_=tt_urv","13 March 2024","It's a totally and completely decent movie. Decent characters, decent acting. Incredibly decent in every way. If you're watching it with young children it's definitely a fun movie. Strong female characters, fun to watch great storyline. But like I said, it's definitely no reinvention of the wheel. Classic storybook women empowerment tale, story ad old as time, nothing revolutionary about this just completely mid and every way. Worth a watch? Sure especially if you're watching it with younger children. Would I recommend it for adults? Absolutely not you'll be bored. But overall not a bad movie.","7 out of 12 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt13452446/rw9675086/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv"
"8","/10","Fun Fantasy Escapism","https://www.imdb.com/review/rw9667312/?ref_=tt_urv","koltonbrett","https://www.imdb.com/user/ur144012653/?ref_=tt_urv","9 March 2024","To put it plainly, I dig dragons. Damsel's dragon may be the coolest movie dragon l've seen since Smaug. If it wasn't for the ending which I felt was a little cheesy and heavy-handed, I would say they completely knocked it out of the park with this Netflix film. The rest of the movie is good fun. I love a good adventure/fantasy flick and this one delivers most of what I was looking for.Unlike with most adventure/fantasy films, Damsel is contained to a relatively small space and it has a relatively simple plot, and it's refreshing, exciting, and suspenseful at times. It's a beautiful movie to look at. I'm talking landscapes, costumes, colors, the creativity with the lighting, and the overall picture quality make this movie eye candy. It reminded me a little of 2008's Journey to the Center of the Earth in how imaginative it gets visually.The design of the dragon is splendidly ferocious. Her voice and dialogue contribute to her menacing presence. Millie Bobby Brown exudes confidence and determination and gives us a character we can put confidence in.I like that this is a grittier film than it could have been. No unnecessary humor. It takes itself seriously and gives us some good PG-13 violence and dragon action!","189 out of 336 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt13452446/rw9667312/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv"
"7","/10","Perfectly fine romp","https://www.imdb.com/review/rw9670562/?ref_=tt_urv","frewinclaire","https://www.imdb.com/user/ur178608483/?ref_=tt_urv","10 March 2024","I'm sort of with a few others here; why the tanking guys? It's a perfectly fun film which filled a perfectly fine evening with some beautiful and well thought out costumes (the busk! Yes! The veil! Yes! Hair down...well...we'll give 'em that, this isn't Jane Eyre).Was it a little try hard? Maybe, but that is surely part of its charm. It's hard to make a high fantasy romp with a dragon and loads of dead teenagers NOT try hard.Did it make sense? Well, again not quite (in answer the whole 'send anyone down' I guess the dragon would rumble they weren't 'royal' when a load of lasses screaming ""Gawd 'elp me yer Scaleyness!"" kept being dropped in...evidently dragons like pomp people) but it made ENOUGH sense. Not everything is a Christopher Nolan flick.It was pacey, got on with the plot and frankly did what a lot of 80's films used to do well and let you move on with your life. And it was pretty. Boom.","7 out of 12 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt13452446/rw9670562/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv"
"7","/10","Fun twist on the classic fairy tale of dragons and damsels","https://www.imdb.com/review/rw9689740/?ref_=tt_urv","hoosiersmitty","https://www.imdb.com/user/ur28354278/?ref_=tt_urv","20 March 2024","The movie was solid. It's creative enough, has good special effects, and a couple of nice twists to keep you from getting too comfortable.It wasn't an amazing film, and some of the acting was a little wooden, including the typically brilliant Angela Bassett. The pacing is a little awkward early on, but once it picks up, it keeps your attention.Millie Bobby Brown delivers a strong performance. Robin Wright was good as well. The talented Shohreh Aghdashloo delivers as the voice of the dragon. I really thought she added some depth to the dragon, especially in the early stages when it's yet to be fully revealed.If you're a fan of Millie or of fairy tales in general, I think you'll enjoy the movie.","6 out of 10 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt13452446/rw9689740/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv"
